product_id,product_name,category,segment
854,HanoiStreet UM-38,Streetwear,Balanced
862,HanoiStreet UR-08,Streetwear,Standard
863,HanoiStreet UR-09,Streetwear,Standard
881,HanoiStreet UR-27,Streetwear,Standard
882,HanoiStreet UR-28,Streetwear,Standard
895,HanoiStreet UE-04,Streetwear,Performance
896,HanoiStreet UE-05,Streetwear,Performance
897,HanoiStreet UE-06,Streetwear,Performance
899,HanoiStreet UE-08,Streetwear,Performance
901,HanoiStreet UE-10,Streetwear,Performance
905,HanoiStreet UE-14,Streetwear,Performance
906,HanoiStreet UE-15,Streetwear,Performance
907,HanoiStreet UE-16,Streetwear,Performance
908,HanoiStreet UE-17,Streetwear,Performance
909,HanoiStreet UE-18,Streetwear,Performance
910,HanoiStreet UE-19,Streetwear,Performance
913,HanoiStreet UE-22,Streetwear,Performance
914,HanoiStreet UE-23,Streetwear,Performance
915,HanoiStreet UE-24,Streetwear,Performance
916,HanoiStreet UE-25,Streetwear,Performance
921,HanoiStreet UE-30,Streetwear,Performance
922,HanoiStreet UE-31,Streetwear,Performance
926,HanoiStreet UE-35,Streetwear,Performance
927,HanoiStreet UE-36,Streetwear,Performance
930,HanoiStreet UE-39,Streetwear,Performance
933,HanoiStreet UE-42,Streetwear,Performance
935,HanoiStreet UE-44,Streetwear,Performance
936,HanoiStreet UE-45,Streetwear,Performance
937,HanoiStreet UE-46,Streetwear,Performance
939,HanoiStreet UC-02,Streetwear,Everyday
940,HanoiStreet UC-03,Streetwear,Everyday
942,HanoiStreet UC-05,Streetwear,Everyday
943,HanoiStreet UC-06,Streetwear,Everyday
945,HanoiStreet UC-08,Streetwear,Everyday
946,HanoiStreet UC-09,Streetwear,Everyday
947,HanoiStreet UC-10,Streetwear,Everyday
948,HanoiStreet UC-11,Streetwear,Everyday
949,HanoiStreet UC-12,Streetwear,Everyday
950,HanoiStreet UC-13,Streetwear,Everyday
952,HanoiStreet UC-15,Streetwear,Everyday
954,HanoiStreet UC-17,Streetwear,Everyday
955,HanoiStreet UC-18,Streetwear,Everyday
956,HanoiStreet UC-19,Streetwear,Everyday
957,HanoiStreet UC-20,Streetwear,Everyday
958,HanoiStreet UC-21,Streetwear,Everyday
959,HanoiStreet UC-22,Streetwear,Everyday
962,HanoiStreet UC-25,Streetwear,Everyday
963,HanoiStreet UC-26,Streetwear,Everyday
964,HanoiStreet UC-27,Streetwear,Everyday
965,HanoiStreet UC-28,Streetwear,Everyday
966,HanoiStreet UC-29,Streetwear,Everyday
967,HanoiStreet UC-30,Streetwear,Everyday
968,HanoiStreet UC-31,Streetwear,Everyday
971,HanoiStreet UC-34,Streetwear,Everyday
972,HanoiStreet UC-35,Streetwear,Everyday
973,HanoiStreet UC-36,Streetwear,Everyday
974,HanoiStreet UC-37,Streetwear,Everyday
975,HanoiStreet UC-38,Streetwear,Everyday
976,HanoiStreet UC-39,Streetwear,Everyday
977,HanoiStreet UC-40,Streetwear,Everyday
978,HanoiStreet UC-41,Streetwear,Everyday
979,HanoiStreet UC-42,Streetwear,Everyday
980,HanoiStreet UC-43,Streetwear,Everyday
981,HanoiStreet UC-44,Streetwear,Everyday
982,HanoiStreet UC-45,Streetwear,Everyday
985,HanoiStreet UC-48,Streetwear,Everyday
989,HanoiStreet UC-52,Streetwear,Everyday
990,HanoiStreet UC-53,Streetwear,Everyday
992,HanoiStreet UC-55,Streetwear,Everyday
993,HanoiStreet UC-56,Streetwear,Everyday
995,HanoiStreet UC-58,Streetwear,Everyday
996,HanoiStreet UC-59,Streetwear,Everyday
997,HanoiStreet UC-60,Streetwear,Everyday
998,HanoiStreet UC-61,Streetwear,Everyday
999,HanoiStreet UC-62,Streetwear,Everyday
1000,HanoiStreet YY-01,GenZ,Trendy
1001,HanoiStreet YY-02,GenZ,Trendy
1002,HanoiStreet YY-03,GenZ,Trendy
1003,HanoiStreet YY-04,GenZ,Trendy
1005,HanoiStreet YY-06,GenZ,Trendy
1006,HanoiStreet YY-07,GenZ,Trendy
1007,HanoiStreet YY-08,GenZ,Trendy
1008,HanoiStreet YY-09,GenZ,Trendy
1009,HanoiStreet YY-10,GenZ,Trendy
1012,HanoiStreet YY-13,GenZ,Trendy
1013,HanoiStreet YY-14,GenZ,Trendy
1014,HanoiStreet YY-15,GenZ,Trendy
1017,HanoiStreet YY-18,GenZ,Trendy
1019,HanoiStreet YY-20,GenZ,Trendy
1022,HanoiStreet YY-23,GenZ,Trendy
1026,HanoiStreet YY-27,GenZ,Trendy
1029,MekongStyle UC-01,Streetwear,Everyday
1031,MekongStyle UC-03,Streetwear,Everyday
1034,MekongStyle UC-06,Streetwear,Everyday
1035,MekongStyle UC-07,Streetwear,Everyday
1037,MekongStyle UC-09,Streetwear,Everyday
1040,MekongStyle UC-12,Streetwear,Everyday
1041,MekongStyle UC-13,Streetwear,Everyday
1042,MekongStyle UC-14,Streetwear,Everyday
1043,MekongFit MA-01,Casual,All-weather
1044,MekongFit MA-02,Casual,All-weather
1045,MekongFit MA-03,Casual,All-weather
1046,MekongFit MA-04,Casual,All-weather
1047,MekongFit MA-05,Casual,All-weather
1048,MekongFit MA-06,Casual,All-weather
1049,MekongFit MA-07,Casual,All-weather
1050,MekongFit MA-08,Casual,All-weather
1052,MekongFit MA-10,Casual,All-weather
1053,MekongFit MA-11,Casual,All-weather
1054,MekongFit MA-12,Casual,All-weather
1055,MekongFit RP-01,Outdoor,Activewear
1056,MekongFit RP-02,Outdoor,Activewear
1057,MekongFit RP-03,Outdoor,Activewear
1058,MekongFit RP-04,Outdoor,Activewear
1059,MekongFit RP-05,Outdoor,Activewear
1060,MekongFit RP-06,Outdoor,Activewear
1061,MekongFit RP-07,Outdoor,Activewear
1062,MekongFit RP-08,Outdoor,Activewear
1063,MekongFit RP-09,Outdoor,Activewear
1064,MekongFit RP-10,Outdoor,Activewear
1065,MekongFit RP-11,Outdoor,Activewear
1066,MekongFit RP-12,Outdoor,Activewear
1067,MekongFit RP-13,Outdoor,Activewear
1068,MekongFit RP-14,Outdoor,Activewear
1069,MekongFit RP-15,Outdoor,Activewear
1070,MekongFit RP-16,Outdoor,Activewear
1073,MekongFit RP-19,Outdoor,Activewear
1074,MekongFit RP-20,Outdoor,Activewear
1075,MekongFit RP-21,Outdoor,Activewear
1076,MekongFit RP-22,Outdoor,Activewear
1077,MekongFit RP-23,Outdoor,Activewear
1078,MekongFit RP-24,Outdoor,Activewear
1079,MekongFit RP-25,Outdoor,Activewear
1080,MekongFit RP-26,Outdoor,Activewear
1081,MekongFit RP-27,Outdoor,Activewear
1082,MekongFit RP-28,Outdoor,Activewear
1085,MekongFit RP-31,Outdoor,Activewear
1086,MekongFit RP-32,Outdoor,Activewear
1087,MekongFit RP-33,Outdoor,Activewear
1088,MekongFit RP-34,Outdoor,Activewear
1089,MekongFit RP-35,Outdoor,Activewear
1090,MekongFit RP-36,Outdoor,Activewear
1091,MekongFit RP-37,Outdoor,Activewear
1092,MekongFit RP-38,Outdoor,Activewear
1093,MekongFit RP-39,Outdoor,Activewear
1094,MekongFit RP-40,Outdoor,Activewear
1095,MekongFit RP-41,Outdoor,Activewear
1096,MekongFit RP-42,Outdoor,Activewear
1097,MekongFit RP-43,Outdoor,Activewear
1098,MekongFit RP-44,Outdoor,Activewear
1099,MekongFit RP-45,Outdoor,Activewear
1100,MekongFit RP-46,Outdoor,Activewear
1101,MekongFit RP-47,Outdoor,Activewear
1102,MekongFit RP-48,Outdoor,Activewear
1103,MekongFit RP-49,Outdoor,Activewear
1104,MekongFit RP-50,Outdoor,Activewear
1105,MekongFit RP-51,Outdoor,Activewear
1106,MekongFit RP-52,Outdoor,Activewear
1107,MekongFit RP-53,Outdoor,Activewear
1108,MekongFit RP-54,Outdoor,Activewear
1109,MekongFit RP-55,Outdoor,Activewear
1110,MekongFit RP-56,Outdoor,Activewear
1111,MekongFit RP-57,Outdoor,Activewear
1112,MekongFit RP-58,Outdoor,Activewear
1113,MekongFit RS-01,Outdoor,Premium
1114,MekongFit RS-02,Outdoor,Premium
1115,MekongFit RS-03,Outdoor,Premium
1116,MekongFit RS-04,Outdoor,Premium
1117,MekongFit RS-05,Outdoor,Premium
1118,MekongFit RS-06,Outdoor,Premium
1119,MekongFit RS-07,Outdoor,Premium
1120,MekongFit RS-08,Outdoor,Premium
1121,MekongFit RS-09,Outdoor,Premium
1122,MekongFit RS-10,Outdoor,Premium
1123,MekongFit RS-11,Outdoor,Premium
1124,MekongFit UM-01,Streetwear,Balanced
1125,MekongFit UM-02,Streetwear,Balanced
1126,MekongFit UM-03,Streetwear,Balanced
1127,MekongFit UM-04,Streetwear,Balanced
1129,MekongFit UM-06,Streetwear,Balanced
1131,MekongFit UM-08,Streetwear,Balanced
1132,MekongFit UM-09,Streetwear,Balanced
1133,MekongFit UM-10,Streetwear,Balanced
1134,MekongFit UM-11,Streetwear,Balanced
1136,MekongFit UM-13,Streetwear,Balanced
1137,MekongFit UM-14,Streetwear,Balanced
1138,MekongFit UM-15,Streetwear,Balanced
1139,MekongFit UM-16,Streetwear,Balanced
1140,MekongFit UM-17,Streetwear,Balanced
1141,MekongFit UM-18,Streetwear,Balanced
1142,MekongFit UM-19,Streetwear,Balanced
1143,MekongFit UM-20,Streetwear,Balanced
1144,MekongFit UR-01,Streetwear,Standard
1145,MekongFit UR-02,Streetwear,Standard
1148,MekongFit UR-05,Streetwear,Standard
1149,MekongFit UR-06,Streetwear,Standard
1150,MekongFit UR-07,Streetwear,Standard
1153,MekongFit UR-10,Streetwear,Standard
1155,MekongFit UR-12,Streetwear,Standard
1156,MekongFit UR-13,Streetwear,Standard
1157,MekongFit UR-14,Streetwear,Standard
1165,MekongFit UE-01,Streetwear,Performance
1166,MekongFit UE-02,Streetwear,Performance
1167,MekongFit UE-03,Streetwear,Performance
1168,MekongFit UE-04,Streetwear,Performance
1169,MekongFit UE-05,Streetwear,Performance
1170,MekongFit UE-06,Streetwear,Performance
1171,MekongFit UE-07,Streetwear,Performance
1172,MekongFit UE-08,Streetwear,Performance
1173,MekongFit UE-09,Streetwear,Performance
1174,MekongFit UE-10,Streetwear,Performance
1175,MekongFit UE-11,Streetwear,Performance
1176,MekongFit UE-12,Streetwear,Performance
1177,MekongFit UE-13,Streetwear,Performance
1178,MekongFit UE-14,Streetwear,Performance
1179,MekongFit UE-15,Streetwear,Performance
1180,MekongFit UE-16,Streetwear,Performance
1181,MekongFit UE-17,Streetwear,Performance
1182,MekongFit UE-18,Streetwear,Performance
1183,MekongFit UE-19,Streetwear,Performance
1184,MekongFit UE-20,Streetwear,Performance
1186,MekongFit UE-22,Streetwear,Performance
1187,MekongFit UE-23,Streetwear,Performance
1188,MekongFit UE-24,Streetwear,Performance
1189,MekongFit UE-25,Streetwear,Performance
1190,MekongFit UE-26,Streetwear,Performance
1191,MekongFit UE-27,Streetwear,Performance
1192,MekongFit UE-28,Streetwear,Performance
1194,MekongFit UE-30,Streetwear,Performance
1195,MekongFit UE-31,Streetwear,Performance
1196,MekongFit UE-32,Streetwear,Performance
1197,MekongFit UE-33,Streetwear,Performance
1198,MekongFit UE-34,Streetwear,Performance
1199,MekongFit UC-01,Streetwear,Everyday
1200,MekongFit UC-02,Streetwear,Everyday
1201,MekongFit UC-03,Streetwear,Everyday
1202,MekongFit UC-04,Streetwear,Everyday
1203,MekongFit UC-05,Streetwear,Everyday
1204,MekongFit UC-06,Streetwear,Everyday
1205,MekongFit UC-07,Streetwear,Everyday
1206,MekongFit UC-08,Streetwear,Everyday
1207,MekongFit UC-09,Streetwear,Everyday
1210,MekongFit UC-12,Streetwear,Everyday
1211,MekongFit UC-13,Streetwear,Everyday
1212,MekongFit UC-14,Streetwear,Everyday
1213,MekongFit UC-15,Streetwear,Everyday
1214,MekongFit UC-16,Streetwear,Everyday
1215,MekongFit UC-17,Streetwear,Everyday
1217,MekongFit UC-19,Streetwear,Everyday
1220,MekongFit UC-22,Streetwear,Everyday
1221,MekongFit UC-23,Streetwear,Everyday
1223,MekongFit UC-25,Streetwear,Everyday
1225,MekongFit UC-27,Streetwear,Everyday
1226,MekongFit UC-28,Streetwear,Everyday
1227,MekongFit UC-29,Streetwear,Everyday
1228,MekongFit UC-30,Streetwear,Everyday
1229,MekongFit UC-31,Streetwear,Everyday
1230,MekongFit UC-32,Streetwear,Everyday
1231,MekongFit UC-33,Streetwear,Everyday
1232,MekongFit UC-34,Streetwear,Everyday
1235,VietMode MP-03,Casual,Activewear
1236,VietMode MP-04,Casual,Activewear
1239,VietMode MP-07,Casual,Activewear
1240,VietMode MP-08,Casual,Activewear
1241,VietMode MP-09,Casual,Activewear
1242,VietMode MP-10,Casual,Activewear
1243,VietMode MP-11,Casual,Activewear
1244,VietMode MP-12,Casual,Activewear
1245,VietMode MP-13,Casual,Activewear
1246,VietMode MP-14,Casual,Activewear
1247,VietMode MP-15,Casual,Activewear
1248,VietMode MP-16,Casual,Activewear
1249,VietMode MP-17,Casual,Activewear
1250,VietMode MP-18,Casual,Activewear
1251,VietMode MP-19,Casual,Activewear
1252,VietMode MP-20,Casual,Activewear
1253,VietMode MP-21,Casual,Activewear
1254,VietMode MP-22,Casual,Activewear
1259,VietMode MP-27,Casual,Activewear
1260,VietMode MP-28,Casual,Activewear
1261,VietMode MP-29,Casual,Activewear
1262,VietMode MP-30,Casual,Activewear
1263,VietMode MP-31,Casual,Activewear
1264,VietMode MP-32,Casual,Activewear
1271,VietMode MA-07,Casual,All-weather
1272,VietMode MA-08,Casual,All-weather
1273,VietMode MA-09,Casual,All-weather
1275,VietMode MA-11,Casual,All-weather
1277,VietMode MA-13,Casual,All-weather
1278,VietMode MA-14,Casual,All-weather
1279,VietMode MA-15,Casual,All-weather
1280,VietMode MA-16,Casual,All-weather
1285,VietMode MA-21,Casual,All-weather
1286,VietMode MA-22,Casual,All-weather
1287,VietMode MA-23,Casual,All-weather
1288,VietMode MA-24,Casual,All-weather
1289,VietMode MA-25,Casual,All-weather
1294,VietMode MA-30,Casual,All-weather
1297,VietMode MA-33,Casual,All-weather
1298,VietMode MA-34,Casual,All-weather
1299,VietMode MA-35,Casual,All-weather
1301,VietMode MA-37,Casual,All-weather
1303,VietMode MA-39,Casual,All-weather
1304,VietMode MA-40,Casual,All-weather
1305,VietMode MA-41,Casual,All-weather
1308,VietMode MA-44,Casual,All-weather
1309,VietMode RP-01,Outdoor,Activewear
1310,VietMode RP-02,Outdoor,Activewear
1313,VietMode RP-05,Outdoor,Activewear
1314,VietMode RP-06,Outdoor,Activewear
1315,VietMode RP-07,Outdoor,Activewear
1316,VietMode RP-08,Outdoor,Activewear
1317,VietMode RP-09,Outdoor,Activewear
1318,VietMode RP-10,Outdoor,Activewear
1319,VietMode RP-11,Outdoor,Activewear
1320,VietMode RP-12,Outdoor,Activewear
1325,VietMode RP-17,Outdoor,Activewear
1326,VietMode RP-18,Outdoor,Activewear
1329,VietMode RP-21,Outdoor,Activewear
1330,VietMode RP-22,Outdoor,Activewear
1331,VietMode RP-23,Outdoor,Activewear
1332,VietMode RP-24,Outdoor,Activewear
1335,VietMode RP-27,Outdoor,Activewear
1336,VietMode RP-28,Outdoor,Activewear
1339,VietMode RP-31,Outdoor,Activewear
1340,VietMode RP-32,Outdoor,Activewear
1341,VietMode RP-33,Outdoor,Activewear
1342,VietMode RP-34,Outdoor,Activewear
1343,VietMode RP-35,Outdoor,Activewear
1344,VietMode RP-36,Outdoor,Activewear
1345,VietMode RP-37,Outdoor,Activewear
1346,VietMode RP-38,Outdoor,Activewear
1347,VietMode RP-39,Outdoor,Activewear
1348,VietMode RP-40,Outdoor,Activewear
1349,VietMode RP-41,Outdoor,Activewear
1350,VietMode RP-42,Outdoor,Activewear
1351,VietMode RP-43,Outdoor,Activewear
1352,VietMode RP-44,Outdoor,Activewear
1353,VietMode RP-45,Outdoor,Activewear
1354,VietMode RP-46,Outdoor,Activewear
1357,VietMode RP-49,Outdoor,Activewear
1358,VietMode RP-50,Outdoor,Activewear
1359,VietMode RP-51,Outdoor,Activewear
1360,VietMode RP-52,Outdoor,Activewear
1361,VietMode RP-53,Outdoor,Activewear
1362,VietMode RP-54,Outdoor,Activewear
1363,VietMode RP-55,Outdoor,Activewear
1364,VietMode RP-56,Outdoor,Activewear
1369,VietMode RP-61,Outdoor,Activewear
1370,VietMode RP-62,Outdoor,Activewear
1373,VietMode RP-65,Outdoor,Activewear
1374,VietMode RP-66,Outdoor,Activewear
1375,VietMode RP-67,Outdoor,Activewear
1376,VietMode RP-68,Outdoor,Activewear
1379,VietMode RP-71,Outdoor,Activewear
1380,VietMode RP-72,Outdoor,Activewear
1381,VietMode RP-73,Outdoor,Activewear
1382,VietMode RP-74,Outdoor,Activewear
1383,VietMode RP-75,Outdoor,Activewear
1384,VietMode RP-76,Outdoor,Activewear
1385,VietMode RP-77,Outdoor,Activewear
1386,VietMode RP-78,Outdoor,Activewear
1387,VietMode RP-79,Outdoor,Activewear
1388,VietMode RP-80,Outdoor,Activewear
1389,VietMode RP-81,Outdoor,Activewear
1390,VietMode RP-82,Outdoor,Activewear
1391,VietMode RP-83,Outdoor,Activewear
1392,VietMode RP-84,Outdoor,Activewear
1393,VietMode RP-85,Outdoor,Activewear
1394,VietMode RP-86,Outdoor,Activewear
1395,VietMode RP-87,Outdoor,Activewear
1396,VietMode RP-88,Outdoor,Activewear
1397,VietMode RP-89,Outdoor,Activewear
1398,VietMode RP-90,Outdoor,Activewear
1401,VietMode RP-93,Outdoor,Activewear
1402,VietMode RP-94,Outdoor,Activewear
1405,VietMode RP-97,Outdoor,Activewear
1406,VietMode RP-98,Outdoor,Activewear
1407,VietMode RP-99,Outdoor,Activewear
1408,VietMode RP-00,Outdoor,Activewear
1409,VietMode RP-01,Outdoor,Activewear
1410,VietMode RP-02,Outdoor,Activewear
1411,VietMode RP-03,Outdoor,Activewear
1412,VietMode RP-04,Outdoor,Activewear
1413,VietMode RP-05,Outdoor,Activewear
1414,VietMode RP-06,Outdoor,Activewear
1415,VietMode RP-07,Outdoor,Activewear
1416,VietMode RP-08,Outdoor,Activewear
1417,VietMode RP-09,Outdoor,Activewear
1418,VietMode RP-10,Outdoor,Activewear
1419,VietMode RP-11,Outdoor,Activewear
1420,VietMode RP-12,Outdoor,Activewear
1421,VietMode RP-13,Outdoor,Activewear
1422,VietMode RP-14,Outdoor,Activewear
1423,VietMode RP-15,Outdoor,Activewear
1424,VietMode RP-16,Outdoor,Activewear
1425,VietMode RP-17,Outdoor,Activewear
1426,VietMode RP-18,Outdoor,Activewear
1429,VietMode RP-21,Outdoor,Activewear
1430,VietMode RP-22,Outdoor,Activewear
1431,VietMode RP-23,Outdoor,Activewear
1432,VietMode RP-24,Outdoor,Activewear
1433,VietMode RP-25,Outdoor,Activewear
1434,VietMode RP-26,Outdoor,Activewear
1435,VietMode RP-27,Outdoor,Activewear
1436,VietMode RP-28,Outdoor,Activewear
1439,VietMode RP-31,Outdoor,Activewear
1440,VietMode RP-32,Outdoor,Activewear
1441,VietMode RP-33,Outdoor,Activewear
1442,VietMode RP-34,Outdoor,Activewear
1443,VietMode RP-35,Outdoor,Activewear
1444,VietMode RP-36,Outdoor,Activewear
1447,VietMode RP-39,Outdoor,Activewear
1448,VietMode RP-40,Outdoor,Activewear
1449,VietMode RP-41,Outdoor,Activewear
1450,VietMode RP-42,Outdoor,Activewear
1451,VietMode RP-43,Outdoor,Activewear
1452,VietMode RP-44,Outdoor,Activewear
1453,VietMode RP-45,Outdoor,Activewear
1454,VietMode RP-46,Outdoor,Activewear
1457,VietMode RP-49,Outdoor,Activewear
1458,VietMode RP-50,Outdoor,Activewear
1459,VietMode RP-51,Outdoor,Activewear
1460,VietMode RP-52,Outdoor,Activewear
1463,VietMode RP-55,Outdoor,Activewear
1464,VietMode RP-56,Outdoor,Activewear
1465,VietMode RP-57,Outdoor,Activewear
1466,VietMode RP-58,Outdoor,Activewear
1469,VietMode RP-61,Outdoor,Activewear
1470,VietMode RP-62,Outdoor,Activewear
1471,VietMode RP-63,Outdoor,Activewear
1472,VietMode RP-64,Outdoor,Activewear
1473,VietMode RP-65,Outdoor,Activewear
1474,VietMode RP-66,Outdoor,Activewear
1477,VietMode RP-69,Outdoor,Activewear
1478,VietMode RP-70,Outdoor,Activewear
1479,VietMode RP-71,Outdoor,Activewear
1480,VietMode RP-72,Outdoor,Activewear
1481,VietMode RP-73,Outdoor,Activewear
1482,VietMode RP-74,Outdoor,Activewear
1483,VietMode RP-75,Outdoor,Activewear
1484,VietMode RP-76,Outdoor,Activewear
1485,VietMode RP-77,Outdoor,Activewear
1486,VietMode RP-78,Outdoor,Activewear
1487,VietMode RP-79,Outdoor,Activewear
1488,VietMode RP-80,Outdoor,Activewear
1489,VietMode RP-81,Outdoor,Activewear
1490,VietMode RP-82,Outdoor,Activewear
1491,VietMode RP-83,Outdoor,Activewear
1492,VietMode RP-84,Outdoor,Activewear
1493,VietMode RP-85,Outdoor,Activewear
1494,VietMode RP-86,Outdoor,Activewear
1495,VietMode RP-87,Outdoor,Activewear
1496,VietMode RP-88,Outdoor,Activewear
1497,VietMode RP-89,Outdoor,Activewear
1498,VietMode RP-90,Outdoor,Activewear
1501,VietMode RP-93,Outdoor,Activewear
1502,VietMode RP-94,Outdoor,Activewear
1503,VietMode RP-95,Outdoor,Activewear
1504,VietMode RP-96,Outdoor,Activewear
1507,VietMode RP-99,Outdoor,Activewear
1508,VietMode RP-00,Outdoor,Activewear
1511,VietMode RP-03,Outdoor,Activewear
1512,VietMode RP-04,Outdoor,Activewear
1513,VietMode RP-05,Outdoor,Activewear
1514,VietMode RP-06,Outdoor,Activewear
1517,VietMode RP-09,Outdoor,Activewear
1518,VietMode RP-10,Outdoor,Activewear
1519,VietMode RP-11,Outdoor,Activewear
1520,VietMode RP-12,Outdoor,Activewear
1521,VietMode RP-13,Outdoor,Activewear
1522,VietMode RP-14,Outdoor,Activewear
1523,VietMode RP-15,Outdoor,Activewear
1524,VietMode RP-16,Outdoor,Activewear
1527,VietMode RP-19,Outdoor,Activewear
1528,VietMode RP-20,Outdoor,Activewear
1529,VietMode RP-21,Outdoor,Activewear
1530,VietMode RP-22,Outdoor,Activewear
1531,VietMode RP-23,Outdoor,Activewear
1532,VietMode RP-24,Outdoor,Activewear
1539,VietMode RP-31,Outdoor,Activewear
1540,VietMode RP-32,Outdoor,Activewear
1541,VietMode RP-33,Outdoor,Activewear
1542,VietMode RP-34,Outdoor,Activewear
1543,VietMode RP-35,Outdoor,Activewear
1544,VietMode RP-36,Outdoor,Activewear
1545,VietMode RP-37,Outdoor,Activewear
1546,VietMode RP-38,Outdoor,Activewear
1547,VietMode RP-39,Outdoor,Activewear
1548,VietMode RP-40,Outdoor,Activewear
1549,VietMode RP-41,Outdoor,Activewear
1550,VietMode RP-42,Outdoor,Activewear
1551,VietMode RP-43,Outdoor,Activewear
1552,VietMode RP-44,Outdoor,Activewear
1555,VietMode RP-47,Outdoor,Activewear
1556,VietMode RP-48,Outdoor,Activewear
1557,VietMode RP-49,Outdoor,Activewear
1558,VietMode RP-50,Outdoor,Activewear
1559,VietMode RP-51,Outdoor,Activewear
1560,VietMode RP-52,Outdoor,Activewear
1561,VietMode RP-53,Outdoor,Activewear
1562,VietMode RP-54,Outdoor,Activewear
1563,VietMode RS-01,Outdoor,Premium
1564,VietMode RS-02,Outdoor,Premium
1565,VietMode RS-03,Outdoor,Premium
1566,VietMode RS-04,Outdoor,Premium
1567,VietMode RS-05,Outdoor,Premium
1568,VietMode RS-06,Outdoor,Premium
1569,VietMode RS-07,Outdoor,Premium
1572,VietMode RS-10,Outdoor,Premium
1575,VietMode RS-13,Outdoor,Premium
1576,VietMode RS-14,Outdoor,Premium
1577,VietMode RS-15,Outdoor,Premium
1583,VietMode RS-21,Outdoor,Premium
1584,VietMode RS-22,Outdoor,Premium
1588,VietMode RS-26,Outdoor,Premium
1590,VietMode RS-28,Outdoor,Premium
1592,VietMode RS-30,Outdoor,Premium
1595,VietMode RS-33,Outdoor,Premium
1596,VietMode RS-34,Outdoor,Premium
1597,VietMode RS-35,Outdoor,Premium
1601,VietMode RS-39,Outdoor,Premium
1602,VietMode RS-40,Outdoor,Premium
1603,VietMode RS-41,Outdoor,Premium
1605,VietMode RS-43,Outdoor,Premium
1607,VietMode RS-45,Outdoor,Premium
1608,VietMode RS-46,Outdoor,Premium
1612,VietMode RS-50,Outdoor,Premium
1615,VietMode RS-53,Outdoor,Premium
1617,VietMode RS-55,Outdoor,Premium
1625,VietMode RS-63,Outdoor,Premium
1629,VietMode RS-67,Outdoor,Premium
1630,VietMode RS-68,Outdoor,Premium
1634,VietMode RS-72,Outdoor,Premium
1640,VietMode RS-78,Outdoor,Premium
1645,VietMode RS-83,Outdoor,Premium
1646,VietMode RS-84,Outdoor,Premium
1650,VietMode RS-88,Outdoor,Premium
1651,VietMode RS-89,Outdoor,Premium
1653,VietMode RS-91,Outdoor,Premium
1657,VietMode RS-95,Outdoor,Premium
1662,VietMode RS-00,Outdoor,Premium
1666,VietMode RS-04,Outdoor,Premium
1667,VietMode RS-05,Outdoor,Premium
1668,VietMode UR-01,Streetwear,Standard
1669,VietMode UR-02,Streetwear,Standard
1670,VietMode UR-03,Streetwear,Standard
1671,VietMode UE-01,Streetwear,Performance
1672,VietMode UE-02,Streetwear,Performance
1673,VietMode UE-03,Streetwear,Performance
1674,VietMode UE-04,Streetwear,Performance
1675,VietMode UE-05,Streetwear,Performance
1676,VietMode UE-06,Streetwear,Performance
1678,VietMode UE-08,Streetwear,Performance
1679,VietMode UE-09,Streetwear,Performance
1680,VietMode UE-10,Streetwear,Performance
1681,VietMode UE-11,Streetwear,Performance
1682,VietMode UE-12,Streetwear,Performance
1683,VietMode UE-13,Streetwear,Performance
1684,VietMode UE-14,Streetwear,Performance
1685,VietMode UE-15,Streetwear,Performance
1686,VietMode UE-16,Streetwear,Performance
1687,VietMode UE-17,Streetwear,Performance
1688,NamStyle UE-01,Streetwear,Performance
1689,NamStyle UC-01,Streetwear,Everyday
1690,NamStyle YY-01,GenZ,Trendy
1691,NamStyle YY-02,GenZ,Trendy
1692,NamStyle YY-03,GenZ,Trendy
1693,NamStyle YY-04,GenZ,Trendy
1696,NamStyle YY-07,GenZ,Trendy
1697,NamStyle YY-08,GenZ,Trendy
1698,NamStyle YY-09,GenZ,Trendy
1699,NamStyle YY-10,GenZ,Trendy
1700,NamStyle YY-11,GenZ,Trendy
1701,NamStyle YY-12,GenZ,Trendy
1702,NamStyle YY-13,GenZ,Trendy
1703,NamStyle YY-14,GenZ,Trendy
1705,NamStyle YY-16,GenZ,Trendy
1706,NamStyle YY-17,GenZ,Trendy
1707,NamStyle YY-18,GenZ,Trendy
1710,NamStyle YY-21,GenZ,Trendy
1711,NamStyle YY-22,GenZ,Trendy
1712,NamStyle YY-23,GenZ,Trendy
1713,NamStyle YY-24,GenZ,Trendy
1714,NamStyle YY-25,GenZ,Trendy
1715,NamStyle YY-26,GenZ,Trendy
1716,NamStyle YY-27,GenZ,Trendy
1717,NamStyle YY-28,GenZ,Trendy
1720,NamStyle YY-31,GenZ,Trendy
1722,NamStyle YY-33,GenZ,Trendy
1725,NamStyle YY-36,GenZ,Trendy
1726,SaigonCore MA-01,Casual,All-weather
1727,SaigonCore MA-02,Casual,All-weather
1728,SaigonCore MA-03,Casual,All-weather
1729,SaigonCore MA-04,Casual,All-weather
1730,SaigonCore MA-05,Casual,All-weather
1731,SaigonCore MA-06,Casual,All-weather
1732,SaigonCore RP-01,Outdoor,Activewear
1733,SaigonCore RP-02,Outdoor,Activewear
1734,SaigonCore RP-03,Outdoor,Activewear
1735,SaigonCore RP-04,Outdoor,Activewear
1740,SaigonCore RP-09,Outdoor,Activewear
1741,SaigonCore RP-10,Outdoor,Activewear
