zip,city,region,district
30809,Hanoi,East,District #11
30810,Thai Nguyen,East,District #11
30813,Phu Ly,East,District #11
30814,Viet Tri,East,District #11
30815,Hai Phong,East,District #11
30816,Nam Dinh,East,District #11
30817,Bac Giang,East,District #11
30818,Hanoi,East,District #11
30820,Bac Ninh,East,District #11
30822,Thai Nguyen,East,District #11
30823,Son Tay,East,District #11
30824,Viet Tri,East,District #11
30828,Viet Tri,East,District #11
30830,Ninh Binh,East,District #11
30833,Ninh Binh,East,District #11
30901,Nam Dinh,East,District #11
30903,Bac Ninh,East,District #11
30904,Cam Pha,East,District #11
30905,Son Tay,East,District #11
30906,Hanoi,East,District #11
30907,Bac Giang,East,District #11
30909,Ha Long,East,District #11
30917,Son Tay,East,District #11
31001,Son Tay,East,District #12
31002,Phu Ly,East,District #09
31003,Viet Tri,East,District #09
31004,Cam Pha,East,District #09
31005,Son Tay,East,District #09
31006,Hai Phong,East,District #09
31008,Hai Phong,East,District #09
31009,Thai Nguyen,East,District #09
31011,Uong Bi,East,District #12
31012,Nam Dinh,East,District #09
31014,Ninh Binh,East,District #09
31015,Thai Nguyen,East,District #12
31016,Hai Phong,East,District #09
31017,Uong Bi,East,District #09
31018,Hai Phong,East,District #11
31019,Nam Dinh,East,District #09
31020,Hai Phong,East,District #09
31021,Bac Ninh,East,District #09
31022,Uong Bi,East,District #09
31023,Ha Long,East,District #09
31024,Bac Ninh,East,District #09
31025,Son Tay,East,District #09
31027,Son Tay,East,District #09
31028,Ninh Binh,East,District #09
31029,Bac Ninh,East,District #09
31030,Uong Bi,East,District #09
31031,Viet Tri,East,District #09
31032,Bac Giang,East,District #09
31033,Bac Ninh,East,District #09
31036,Hanoi,East,District #09
31037,Cam Pha,East,District #12
31038,Thai Nguyen,East,District #09
31042,Thai Nguyen,East,District #09
31044,Uong Bi,East,District #09
31046,Nam Dinh,East,District #09
31047,Nam Dinh,East,District #09
31050,Hai Phong,East,District #09
31052,Thai Nguyen,East,District #09
31054,Nam Dinh,East,District #09
31055,Ninh Binh,East,District #12
31057,Ninh Binh,East,District #09
31058,Lao Cai,East,District #09
31059,Bac Ninh,East,District #09
31060,Cam Pha,East,District #12
31061,Hai Phong,East,District #09
31063,Thai Nguyen,East,District #09
31064,Bac Giang,East,District #09
31065,Cam Pha,East,District #09
31066,Thai Nguyen,East,District #09
31067,Thai Nguyen,East,District #09
31068,Nam Dinh,East,District #09
31069,Cam Pha,East,District #09
31070,Viet Tri,East,District #09
31072,Viet Tri,East,District #12
31075,Hanoi,East,District #09
31076,Bac Giang,East,District #09
31077,Phu Ly,East,District #12
31078,Viet Tri,East,District #09
31079,Thai Nguyen,East,District #12
31082,Cam Pha,East,District #09
31085,Cam Pha,East,District #09
31087,Bac Ninh,East,District #09
31088,Cam Pha,East,District #09
31089,Thai Nguyen,East,District #09
31090,Bac Giang,East,District #09
31091,Hai Phong,East,District #09
31092,Ninh Binh,East,District #12
31093,Thai Nguyen,East,District #09
31095,Hai Phong,East,District #09
31096,Nam Dinh,East,District #09
31098,Cam Pha,East,District #09
31099,Son Tay,East,District #09
31201,Thai Nguyen,East,District #09
31202,Phu Ly,East,District #09
31204,Son Tay,East,District #09
31205,Hai Phong,East,District #09
31206,Son Tay,East,District #09
31209,Viet Tri,East,District #09
31210,Bac Giang,East,District #09
31211,Bac Ninh,East,District #09
31216,Ninh Binh,East,District #09
31217,Phu Ly,East,District #09
31220,Son Tay,East,District #09
31297,Viet Tri,East,District #09
31301,Bac Ninh,East,District #11
31302,Ha Long,East,District #11
31303,Son Tay,East,District #11
31304,Lao Cai,East,District #11
31305,Viet Tri,East,District #11
31307,Viet Tri,East,District #11
31308,Son Tay,East,District #11
31309,Bac Giang,East,District #11
31310,Ha Long,East,District #11
31312,Uong Bi,East,District #11
31313,Bac Giang,East,District #11
31314,Ninh Binh,East,District #11
31315,Phu Ly,East,District #11
31316,Bac Giang,East,District #11
31318,Bac Ninh,East,District #11
31320,Uong Bi,East,District #11
31321,Uong Bi,East,District #11
31322,Cam Pha,East,District #11
31323,Cam Pha,East,District #11
31324,Son Tay,East,District #11
31326,Nam Dinh,East,District #11
31328,Ninh Binh,East,District #11
31329,Son Tay,East,District #11
31331,Uong Bi,East,District #11
31333,Bac Ninh,East,District #11
31401,Thai Nguyen,East,District #11
31403,Hanoi,East,District #11
31404,Cam Pha,East,District #11
31405,Nam Dinh,East,District #11
31406,Nam Dinh,East,District #11
31407,Cam Pha,East,District #11
31408,Son Tay,East,District #11
31409,Ha Long,East,District #11
31410,Lao Cai,East,District #11
31411,Cam Pha,East,District #11
31414,Bac Ninh,East,District #11
31415,Son Tay,East,District #11
31418,Viet Tri,East,District #11
31419,Cam Pha,East,District #11
31420,Bac Giang,East,District #11
31501,Bac Giang,East,District #12
31502,Cam Pha,East,District #12
31503,Son Tay,East,District #12
31510,Hanoi,East,District #12
31512,Ha Long,East,District #12
31513,Ninh Binh,East,District #11
31515,Ninh Binh,East,District #11
31516,Ninh Binh,East,District #12
31518,Hanoi,East,District #11
31519,Cam Pha,East,District #12
31520,Viet Tri,East,District #11
31521,Ninh Binh,East,District #11
31522,Phu Ly,East,District #11
31523,Bac Giang,East,District #11
31525,Viet Tri,East,District #11
31527,Hanoi,East,District #12
31533,Hai Phong,East,District #12
31534,Phu Ly,East,District #12
31535,Ninh Binh,East,District #12
31537,Ninh Binh,East,District #12
31539,Bac Giang,East,District #12
31542,Nam Dinh,East,District #12
31543,Viet Tri,East,District #11
31544,Lao Cai,East,District #12
31545,Bac Ninh,East,District #11
31546,Bac Ninh,East,District #11
31547,Cam Pha,East,District #12
31548,Uong Bi,East,District #12
31549,Hai Phong,East,District #12
31550,Uong Bi,East,District #12
31552,Uong Bi,East,District #12
31553,Thai Nguyen,East,District #12
31554,Phu Ly,East,District #12
31555,Hanoi,East,District #11
31557,Hai Phong,East,District #11
31558,Hai Phong,East,District #12
31560,Bac Ninh,East,District #11
31562,Phu Ly,East,District #12
31563,Bac Ninh,East,District #11
31565,Cam Pha,East,District #12
31566,Hai Phong,East,District #12
31568,Cam Pha,East,District #12
31569,Cam Pha,East,District #12
31598,Son Tay,East,District #11
31601,Nam Dinh,East,District #12
31602,Uong Bi,East,District #12
31603,Nam Dinh,East,District #12
31604,Cam Pha,East,District #12
31605,Uong Bi,East,District #12
31606,Viet Tri,East,District #12
31620,Ninh Binh,East,District #12
31622,Lao Cai,East,District #12
31624,Ninh Binh,East,District #12
31625,Lao Cai,East,District #12
31626,Nam Dinh,East,District #12
31629,Cam Pha,East,District #12
31632,Hanoi,East,District #12
31634,Hai Phong,East,District #12
31635,Phu Ly,East,District #12
31636,Ninh Binh,East,District #12
31637,Thai Nguyen,East,District #12
31639,Cam Pha,East,District #12
31641,Bac Giang,East,District #12
31642,Ha Long,East,District #12
31643,Cam Pha,East,District #12
31645,Ninh Binh,East,District #12
31647,Phu Ly,East,District #12
31648,Ninh Binh,East,District #12
31649,Viet Tri,East,District #12
31650,Lao Cai,East,District #12
31699,Hanoi,East,District #12
31701,Hai Phong,East,District #12
31703,Uong Bi,East,District #12
31705,Ninh Binh,East,District #12
31707,Uong Bi,East,District #12
31708,Nam Dinh,East,District #12
31709,Hai Phong,East,District #12
31711,Nam Dinh,East,District #09
31712,Nam Dinh,East,District #12
31714,Nam Dinh,East,District #12
31716,Cam Pha,East,District #12
31719,Ninh Binh,East,District #09
31720,Hanoi,East,District #12
31721,Nam Dinh,East,District #12
31730,Uong Bi,East,District #12
31733,Viet Tri,East,District #12
31735,Son Tay,East,District #12
31738,Ninh Binh,East,District #12
31744,Uong Bi,East,District #12
31747,Uong Bi,East,District #12
31749,Ninh Binh,East,District #12
31750,Ha Long,East,District #12
31756,Ninh Binh,East,District #12
31757,Lao Cai,East,District #12
31763,Nam Dinh,East,District #12
31764,Ha Long,East,District #12
31765,Hanoi,East,District #12
31768,Cam Pha,East,District #12
31771,Cam Pha,East,District #12
31772,Bac Ninh,East,District #12
31773,Phu Ly,East,District #12
31774,Viet Tri,East,District #12
31775,Lao Cai,East,District #12
31776,Thai Nguyen,East,District #12
31778,Nam Dinh,East,District #12
31779,Bac Giang,East,District #12
31780,Uong Bi,East,District #09
31781,Cam Pha,East,District #12
31784,Hanoi,East,District #12
31787,Cam Pha,East,District #12
31788,Bac Giang,East,District #12
31789,Ha Long,East,District #12
31790,Uong Bi,East,District #12
31791,Ninh Binh,East,District #12
31792,Cam Pha,East,District #12
31793,Hai Phong,East,District #12
31794,Hai Phong,East,District #12
31795,Bac Ninh,East,District #12
31796,Viet Tri,East,District #12
31799,Thai Nguyen,East,District #12
31801,Bac Giang,East,District #09
31803,Uong Bi,East,District #09
31804,Nam Dinh,East,District #09
31805,Uong Bi,East,District #09
31806,Bac Giang,East,District #09
31807,Thai Nguyen,East,District #09
31808,Son Tay,East,District #09
31811,Phu Ly,East,District #09
31812,Ha Long,East,District #09
31815,Ha Long,East,District #09
31816,Hai Phong,East,District #09
31820,Hai Phong,East,District #09
31821,Ninh Binh,East,District #09
31822,Lao Cai,East,District #09
31824,Hanoi,East,District #09
31825,Lao Cai,East,District #09
31826,Uong Bi,East,District #09
31827,Cam Pha,East,District #09
31829,Son Tay,East,District #09
31830,Bac Ninh,East,District #09
31831,Bac Ninh,East,District #09
31833,Cam Pha,East,District #09
31836,Phu Ly,East,District #09
31901,Viet Tri,East,District #09
31902,Ninh Binh,East,District #09
31903,Thai Nguyen,East,District #09
31904,Hai Phong,East,District #09
31905,Bac Giang,East,District #09
31906,Viet Tri,East,District #09
31907,Ninh Binh,East,District #09
31909,Phu Ly,East,District #09
31995,Son Tay,East,District #09
32003,Son Tay,East,District #12
32006,Cam Pha,East,District #12
32007,Son Tay,East,District #12
32008,Bac Giang,East,District #12
32009,Bac Ninh,East,District #12
32011,Ninh Binh,East,District #12
32024,Cam Pha,East,District #12
32025,Bac Giang,East,District #12
32026,Viet Tri,East,District #12
32033,Bac Giang,East,District #12
32034,Hanoi,East,District #12
32035,Hai Phong,East,District #12
32038,Ha Long,East,District #12
32040,Bac Giang,East,District #12
32041,Uong Bi,East,District #12
32042,Ninh Binh,East,District #12
32043,Nam Dinh,East,District #12
32044,Ninh Binh,East,District #12
32046,Viet Tri,East,District #12
32050,Hanoi,East,District #12
32052,Thai Nguyen,East,District #12
32053,Thai Nguyen,East,District #12
32054,Lao Cai,East,District #12
32055,Lao Cai,East,District #12
32056,Ninh Binh,East,District #12
32058,Cam Pha,East,District #12
32059,Bac Giang,East,District #12
32060,Thai Nguyen,East,District #12
32061,Phu Ly,East,District #12
32062,Hai Phong,East,District #12
32063,Nam Dinh,East,District #12
32064,Hai Phong,East,District #12
32065,Bac Giang,East,District #12
32066,Thai Nguyen,East,District #12
32067,Ha Long,East,District #12
32068,Bac Ninh,East,District #12
32071,Lao Cai,East,District #12
32072,Cam Pha,East,District #12
32073,Ninh Binh,East,District #12
32080,Lao Cai,East,District #12
32081,Thai Nguyen,East,District #12
32082,Lao Cai,East,District #12
32083,Lao Cai,East,District #12
32084,Son Tay,East,District #12
32085,Thai Nguyen,East,District #12
32086,Nam Dinh,East,District #12
32087,Uong Bi,East,District #12
32091,Son Tay,East,District #12
32092,Lao Cai,East,District #12
32094,Cam Pha,East,District #12
32095,Ha Long,East,District #12
32096,Bac Ninh,East,District #12
32097,Viet Tri,East,District #12
32099,Cam Pha,East,District #12
32102,Thai Nguyen,East,District #12
32110,Hanoi,East,District #12
32112,Viet Tri,East,District #12
32113,Nam Dinh,East,District #12
32114,Son Tay,East,District #12
32115,Hai Phong,East,District #12
32116,Uong Bi,East,District #12
32117,Bac Giang,East,District #12
32118,Ninh Binh,East,District #12
32119,Lao Cai,East,District #12
32120,Cam Pha,East,District #12
32121,Uong Bi,East,District #12
32123,Cam Pha,East,District #12
32124,Ha Long,East,District #12
32126,Nam Dinh,East,District #12
32127,Bac Giang,East,District #12
32128,Uong Bi,East,District #12
32129,Ha Long,East,District #12
32130,Nam Dinh,East,District #12
32131,Ninh Binh,East,District #12
32132,Bac Ninh,East,District #12
32133,Ha Long,East,District #12
32134,Viet Tri,East,District #12
32135,Phu Ly,East,District #12
32136,Ninh Binh,East,District #12
32137,Phu Ly,East,District #12
32138,Son Tay,East,District #12
32139,Uong Bi,East,District #12
32140,Thai Nguyen,East,District #12
32141,Lao Cai,East,District #12
32145,Ninh Binh,East,District #12
32147,Lao Cai,East,District #12
32148,Thai Nguyen,East,District #12
32157,Lao Cai,East,District #12
32158,Ninh Binh,East,District #12
32159,Hanoi,East,District #12
32162,Ha Long,East,District #12
32164,Hanoi,East,District #12
32168,Son Tay,East,District #12
32169,Ha Long,East,District #12
32170,Bac Ninh,East,District #12
32173,Nam Dinh,East,District #12
32174,Ninh Binh,East,District #12
32175,Bac Ninh,East,District #12
32176,Phu Ly,East,District #12
32177,Hanoi,East,District #12
32178,Bac Giang,East,District #12
32179,Lao Cai,East,District #12
32180,Lao Cai,East,District #12
32181,Ha Long,East,District #12
32182,Bac Ninh,East,District #12
32183,Bac Ninh,East,District #12
32187,Cam Pha,East,District #12
32189,Hai Phong,East,District #12
32190,Phu Ly,East,District #12
32193,Thai Nguyen,East,District #12
32195,Ninh Binh,East,District #12
32198,Viet Tri,East,District #12
32202,Lao Cai,East,District #12
32203,Bac Ninh,East,District #12
32204,Cam Pha,East,District #12
32205,Nam Dinh,East,District #12
32206,Ha Long,East,District #12
32207,Bac Giang,East,District #12
32208,Cam Pha,East,District #12
32209,Ninh Binh,East,District #12
32210,Bac Ninh,East,District #12
32211,Lao Cai,East,District #12
32212,Uong Bi,East,District #12
32216,Uong Bi,East,District #12
32217,Bac Ninh,East,District #12
32218,Bac Giang,East,District #12
32219,Thai Nguyen,East,District #12
32220,Uong Bi,East,District #12
32221,Cam Pha,East,District #12
32222,Bac Giang,East,District #12
32223,Nam Dinh,East,District #12
32224,Bac Ninh,East,District #12
32225,Bac Giang,East,District #12
32226,Bac Giang,East,District #12
32227,Thai Nguyen,East,District #12
32228,Uong Bi,East,District #12
32233,Phu Ly,East,District #12
32234,Ninh Binh,East,District #12
32235,Viet Tri,East,District #12
32236,Phu Ly,East,District #12
32238,Thai Nguyen,East,District #12
32240,Ninh Binh,East,District #12
32244,Ninh Binh,East,District #12
32245,Nam Dinh,East,District #12
32246,Ha Long,East,District #12
32247,Hai Phong,East,District #12
32250,Uong Bi,East,District #12
32254,Viet Tri,East,District #12
32255,Nam Dinh,East,District #12
32256,Phu Ly,East,District #12
32257,Phu Ly,East,District #12
32258,Bac Ninh,East,District #12
32259,Nam Dinh,East,District #12
32266,Viet Tri,East,District #12
32267,Ha Long,East,District #12
32277,Nam Dinh,East,District #12
32301,Cam Pha,East,District #12
32303,Son Tay,East,District #12
32304,Bac Ninh,East,District #12
32305,Bac Ninh,East,District #12
32306,Hanoi,East,District #12
32308,Nam Dinh,East,District #12
32309,Son Tay,East,District #12
32310,Bac Giang,East,District #12
32311,Lao Cai,East,District #12
32312,Ha Long,East,District #12
32313,Ha Long,East,District #12
32314,Ninh Binh,East,District #12
32316,Cam Pha,East,District #12
32317,Hanoi,East,District #12
32318,Son Tay,East,District #12
32320,Ninh Binh,East,District #09
32321,Bac Ninh,East,District #12
32322,Son Tay,East,District #12
32324,Ninh Binh,East,District #12
32326,Viet Tri,East,District #12
32327,Viet Tri,East,District #12
32328,Cam Pha,East,District #12
32330,Hanoi,East,District #12
32331,Bac Ninh,East,District #12
32332,Phu Ly,East,District #12
32333,Ninh Binh,East,District #12
32334,Cam Pha,East,District #12
32336,Viet Tri,East,District #12
32340,Bac Giang,East,District #12
32341,Cam Pha,East,District #12
32344,Thai Nguyen,East,District #12
32345,Nam Dinh,East,District #12
32346,Thai Nguyen,East,District #12
32347,Ha Long,East,District #12
32348,Cam Pha,East,District #12
32350,Uong Bi,East,District #12
32351,Ninh Binh,East,District #12
32352,Son Tay,East,District #12
32353,Hai Phong,East,District #12
32355,Nam Dinh,East,District #12
32358,Ninh Binh,East,District #12
32359,Hai Phong,East,District #12
32362,Son Tay,East,District #12
32399,Thai Nguyen,East,District #12
32401,Bac Ninh,East,District #09
32402,Viet Tri,East,District #09
32403,Cam Pha,East,District #09
32404,Thai Nguyen,East,District #09
32405,Son Tay,East,District #09
32407,Hanoi,East,District #09
32408,Phu Ly,East,District #09
32409,Uong Bi,East,District #09
32410,Lao Cai,East,District #09
32411,Bac Giang,East,District #09
32412,Hanoi,East,District #09
32413,Hanoi,East,District #09
32417,Bac Giang,East,District #09
32420,Nam Dinh,East,District #09
32421,Lao Cai,East,District #09
32423,Lao Cai,East,District #09
32424,Cam Pha,East,District #12
32425,Nam Dinh,East,District #09
32426,Hai Phong,East,District #09
32427,Nam Dinh,East,District #09
32428,Ha Long,East,District #09
32430,Bac Ninh,East,District #09
32431,Thai Nguyen,East,District #09
32433,Cam Pha,East,District #09
32434,Hanoi,East,District #09
32435,Hai Phong,East,District #09
32438,Ha Long,East,District #09
32439,Hai Phong,East,District #09
32440,Thai Nguyen,East,District #09
32442,Cam Pha,East,District #09
32443,Thai Nguyen,East,District #09
32444,Thai Nguyen,East,District #09
32445,Bac Giang,East,District #09
32446,Cam Pha,East,District #09
32447,Thai Nguyen,East,District #09
32448,Nam Dinh,East,District #09
32449,Bac Ninh,East,District #09
32455,Bac Giang,East,District #09
32456,Son Tay,East,District #09
32457,Bac Ninh,East,District #09
32459,Hai Phong,East,District #09
32460,Viet Tri,East,District #09
32461,Hai Phong,East,District #09
32462,Ha Long,East,District #09
32464,Lao Cai,East,District #09
32465,Son Tay,East,District #09
32466,Cam Pha,East,District #09
32501,Uong Bi,East,District #09
32502,Viet Tri,East,District #09
32503,Uong Bi,East,District #09
32504,Cam Pha,East,District #09
32505,Son Tay,East,District #09
32506,Phu Ly,East,District #09
32507,Hai Phong,East,District #09
32508,Bac Ninh,East,District #09
32511,Bac Ninh,East,District #09
32513,Lao Cai,East,District #09
32514,Uong Bi,East,District #09
32522,Bac Ninh,East,District #09
32523,Bac Giang,East,District #09
32524,Son Tay,East,District #09
32526,Thai Nguyen,East,District #09
32530,Ha Long,East,District #09
32531,Bac Ninh,East,District #09
32533,Son Tay,East,District #09
32534,Bac Giang,East,District #09
32535,Bac Ninh,East,District #09
32536,Viet Tri,East,District #09
32538,Thai Nguyen,East,District #09
32539,Son Tay,East,District #09
32541,Hanoi,East,District #09
32542,Bac Ninh,East,District #09
32544,Lao Cai,East,District #09
32547,Bac Ninh,East,District #09
32548,Cam Pha,East,District #09
32549,Uong Bi,East,District #09
32550,Viet Tri,East,District #09
32561,Cam Pha,East,District #09
32562,Cam Pha,East,District #09
32563,Ha Long,East,District #09
32564,Viet Tri,East,District #09
32565,Hai Phong,East,District #09
32566,Bac Giang,East,District #09
32567,Thai Nguyen,East,District #09
32568,Ha Long,East,District #09
32569,Ninh Binh,East,District #09
32570,Nam Dinh,East,District #09
32571,Nam Dinh,East,District #09
32572,Ninh Binh,East,District #09
32577,Lao Cai,East,District #09
32578,Hanoi,East,District #09
32579,Nam Dinh,East,District #09
32580,Viet Tri,East,District #09
32583,Phu Ly,East,District #09
32588,Son Tay,East,District #09
32591,Cam Pha,East,District #09
32601,Cam Pha,East,District #12
32602,Son Tay,East,District #12
32603,Bac Ninh,East,District #12
32604,Hanoi,East,District #12
32605,Bac Ninh,East,District #12
32606,Cam Pha,East,District #12
32607,Cam Pha,East,District #12
32608,Cam Pha,East,District #12
32609,Lao Cai,East,District #12
32611,Nam Dinh,East,District #12
32612,Thai Nguyen,East,District #12
32614,Viet Tri,East,District #12
32615,Bac Ninh,East,District #12
32616,Bac Ninh,East,District #12
32617,Ha Long,East,District #12
32618,Nam Dinh,East,District #12
32619,Phu Ly,East,District #12
32621,Ninh Binh,East,District #12
32622,Phu Ly,East,District #12
32625,Thai Nguyen,East,District #12
32626,Hai Phong,East,District #12
32627,Ha Long,East,District #12
32628,Bac Ninh,East,District #12
32635,Hanoi,East,District #12
32639,Viet Tri,East,District #12
32640,Thai Nguyen,East,District #12
32641,Ha Long,East,District #12
32643,Cam Pha,East,District #12
32644,Hanoi,East,District #12
32653,Cam Pha,East,District #12
32654,Nam Dinh,East,District #12
32655,Uong Bi,East,District #12
32656,Bac Giang,East,District #12
32662,Ha Long,East,District #12
32664,Cam Pha,East,District #12
32666,Nam Dinh,East,District #12
32667,Viet Tri,East,District #12
32668,Hai Phong,East,District #12
32669,Uong Bi,East,District #12
32680,Son Tay,East,District #12
32681,Hai Phong,East,District #12
32683,Thai Nguyen,East,District #12
32686,Ninh Binh,East,District #12
32692,Cam Pha,East,District #12
32693,Ha Long,East,District #12
32694,Ha Long,East,District #12
32696,Phu Ly,East,District #12
32701,Bac Ninh,East,District #12
32702,Bac Giang,East,District #12
32703,Phu Ly,East,District #12
32704,Ha Long,East,District #12
32706,Ha Long,East,District #12
32707,Phu Ly,East,District #12
32708,Ha Long,East,District #12
32709,Phu Ly,East,District #12
32712,Son Tay,East,District #12
32713,Hanoi,East,District #12
32714,Son Tay,East,District #12
32719,Cam Pha,East,District #12
32720,Ninh Binh,East,District #12
32721,Hai Phong,East,District #12
32722,Hai Phong,East,District #12
32724,Lao Cai,East,District #12
32725,Bac Ninh,East,District #12
32726,Ninh Binh,East,District #12
32727,Lao Cai,East,District #12
32728,Lao Cai,East,District #12
32730,Cam Pha,East,District #12
32732,Viet Tri,East,District #12
32733,Cam Pha,East,District #12
32735,Viet Tri,East,District #12
32736,Cam Pha,East,District #12
32738,Cam Pha,East,District #12
32744,Viet Tri,East,District #12
32746,Lao Cai,East,District #12
32747,Uong Bi,East,District #12
32750,Hai Phong,East,District #12
32751,Uong Bi,East,District #12
32753,Hanoi,East,District #12
32754,Hai Phong,East,District #12
32756,Uong Bi,East,District #12
32757,Son Tay,East,District #12
32759,Cam Pha,East,District #12
32762,Bac Giang,East,District #12
32763,Hai Phong,East,District #12
32764,Viet Tri,East,District #12
32765,Hanoi,East,District #12
32766,Ninh Binh,East,District #12
32767,Ninh Binh,East,District #12
32771,Nam Dinh,East,District #12
32772,Ha Long,East,District #12
32773,Thai Nguyen,East,District #12
32774,Ninh Binh,East,District #12
32775,Nam Dinh,East,District #12
32776,Lao Cai,East,District #12
32777,Ha Long,East,District #12
32778,Hanoi,East,District #12
32779,Nam Dinh,East,District #12
32780,Bac Giang,East,District #10
32781,Son Tay,East,District #10
32784,Phu Ly,East,District #12
32789,Uong Bi,East,District #12
32790,Thai Nguyen,East,District #12
32792,Viet Tri,East,District #12
32793,Cam Pha,East,District #12
32796,Nam Dinh,East,District #12
32798,Cam Pha,East,District #12
32801,Bac Giang,East,District #12
32802,Hai Phong,East,District #12
32803,Ninh Binh,East,District #12
32804,Hai Phong,East,District #12
32805,Hai Phong,East,District #12
32806,Uong Bi,East,District #12
32807,Nam Dinh,East,District #12
32808,Thai Nguyen,East,District #12
32809,Thai Nguyen,East,District #12
32810,Nam Dinh,East,District #12
32811,Phu Ly,East,District #12
32812,Viet Tri,East,District #12
32814,Nam Dinh,East,District #12
32816,Viet Tri,East,District #12
32817,Cam Pha,East,District #12
32818,Uong Bi,East,District #12
32819,Son Tay,East,District #12
32820,Bac Giang,East,District #12
32821,Bac Ninh,East,District #12
32822,Cam Pha,East,District #12
32824,Ninh Binh,East,District #12
32825,Viet Tri,East,District #12
32826,Hai Phong,East,District #12
32827,Bac Giang,East,District #12
32828,Phu Ly,East,District #12
32829,Nam Dinh,East,District #12
32830,Son Tay,East,District #12
32831,Ninh Binh,East,District #12
32832,Ninh Binh,East,District #12
32833,Hai Phong,East,District #12
32835,Cam Pha,East,District #12
32836,Uong Bi,East,District #12
32837,Ninh Binh,East,District #12
32839,Thai Nguyen,East,District #12
32853,Cam Pha,East,District #12
32857,Thai Nguyen,East,District #12
32858,Son Tay,East,District #12
32867,Bac Giang,East,District #12
32868,Uong Bi,East,District #12
32872,Hai Phong,East,District #12
32878,Nam Dinh,East,District #12
32899,Hanoi,East,District #12
32901,Ninh Binh,East,District #10
32902,Ha Long,East,District #10
32903,Hai Phong,East,District #10
32904,Lao Cai,East,District #10
32905,Cam Pha,East,District #10
32907,Ha Long,East,District #10
32908,Nam Dinh,East,District #10
32909,Ninh Binh,East,District #10
32911,Uong Bi,East,District #10
32919,Nam Dinh,East,District #10
32920,Ha Long,East,District #10
32922,Son Tay,East,District #10
32923,Son Tay,East,District #10
32925,Thai Nguyen,East,District #10
32926,Cam Pha,East,District #10
32927,Bac Ninh,East,District #10
32931,Phu Ly,East,District #10
32934,Hanoi,East,District #10
32935,Thai Nguyen,East,District #10
32936,Uong Bi,East,District #10
32937,Ha Long,East,District #10
32940,Ninh Binh,East,District #10
32941,Hanoi,East,District #10
32948,Hanoi,East,District #10
32949,Cam Pha,East,District #10
32950,Cam Pha,East,District #10
32951,Thai Nguyen,East,District #10
32952,Nam Dinh,East,District #10
32953,Hanoi,East,District #10
32954,Viet Tri,East,District #10
32955,Bac Ninh,East,District #10
32957,Bac Ninh,East,District #10
32958,Son Tay,East,District #10
32960,Lao Cai,East,District #10
32961,Nam Dinh,East,District #10
32962,Ha Long,East,District #10
32963,Nam Dinh,East,District #10
32965,Hai Phong,East,District #10
32966,Uong Bi,East,District #10
32967,Thai Nguyen,East,District #10
32968,Phu Ly,East,District #10
32970,Bac Giang,East,District #10
32976,Ha Long,East,District #10
33001,Hai Phong,East,District #10
33002,Phu Ly,East,District #10
33004,Son Tay,East,District #10
33008,Phu Ly,East,District #10
33009,Bac Giang,East,District #10
33010,Thai Nguyen,East,District #10
33012,Nam Dinh,East,District #10
33013,Bac Giang,East,District #10
33014,Phu Ly,East,District #10
33015,Lao Cai,East,District #10
33016,Lao Cai,East,District #10
33017,Hai Phong,East,District #10
33018,Lao Cai,East,District #10
33019,Hai Phong,East,District #10
33020,Uong Bi,East,District #10
33021,Son Tay,East,District #10
33022,Viet Tri,East,District #10
33023,Son Tay,East,District #10
33024,Thai Nguyen,East,District #10
33025,Thai Nguyen,East,District #10
33026,Thai Nguyen,East,District #10
33027,Thai Nguyen,East,District #10
33028,Viet Tri,East,District #10
33029,Bac Giang,East,District #10
33030,Phu Ly,East,District #10
33031,Bac Ninh,East,District #10
33032,Thai Nguyen,East,District #10
33033,Ha Long,East,District #10
33034,Cam Pha,East,District #10
33035,Lao Cai,East,District #10
33036,Lao Cai,East,District #10
33037,Nam Dinh,East,District #10
33040,Viet Tri,East,District #10
33041,Uong Bi,East,District #10
33042,Hanoi,East,District #10
33043,Uong Bi,East,District #10
33045,Hanoi,East,District #10
33050,Hai Phong,East,District #10
33051,Viet Tri,East,District #10
33052,Hai Phong,East,District #10
33054,Thai Nguyen,East,District #10
33055,Uong Bi,East,District #10
33056,Viet Tri,East,District #10
33060,Bac Giang,East,District #10
33062,Ninh Binh,East,District #10
33063,Son Tay,East,District #10
33064,Lao Cai,East,District #10
33065,Phu Ly,East,District #10
33066,Bac Ninh,East,District #10
33067,Lao Cai,East,District #10
33068,Bac Giang,East,District #10
33069,Hai Phong,East,District #10
33070,Ninh Binh,East,District #10
33071,Thai Nguyen,East,District #10
33073,Bac Ninh,East,District #10
33074,Lao Cai,East,District #10
33076,Bac Giang,East,District #10
33082,Hanoi,East,District #10
33083,Bac Giang,East,District #10
33084,Bac Ninh,East,District #10
33092,Nam Dinh,East,District #10
33093,Viet Tri,East,District #10
33097,Bac Ninh,East,District #10
33102,Cam Pha,East,District #10
33109,Ha Long,East,District #10
33112,Viet Tri,East,District #10
33114,Ha Long,East,District #10
33121,Son Tay,East,District #10
33122,Thai Nguyen,East,District #10
33125,Cam Pha,East,District #10
33126,Viet Tri,East,District #10
33127,Son Tay,East,District #10
33128,Hanoi,East,District #10
33129,Nam Dinh,East,District #10
33130,Nam Dinh,East,District #10
33131,Nam Dinh,East,District #10
