date,sessions,unique_visitors,page_views,bounce_rate,avg_session_duration_sec,traffic_source
2017-08-11,30520,21870,130101,0.00446,264.1,organic_search
2017-08-12,31638,24053,168384,0.00465,198.6,organic_search
2017-08-15,35864,25366,115515,0.00534,219.2,organic_search
2017-08-18,30910,21663,162728,0.00545,104.9,organic_search
2017-08-24,31644,25469,118814,0.00424,114.5,organic_search
2017-08-25,33330,24632,156353,0.00353,166.7,social_media
2017-08-29,32051,23655,174402,0.00478,267.7,organic_search
2017-09-04,22223,17808,119084,0.00525,134.6,referral
2017-09-05,22874,17929,110468,0.00348,181.6,organic_search
2017-09-07,24979,18665,82315,0.00575,212.2,organic_search
2017-09-12,22613,15960,108189,0.00361,171.2,referral
2017-09-13,23911,16994,111917,0.00321,145.2,organic_search
2017-09-15,18682,14184,86802,0.00554,236.3,organic_search
2017-09-16,23441,17775,78852,0.00466,191.4,social_media
2017-09-17,21658,16922,102167,0.00578,138.3,paid_search
2017-09-18,26686,20277,86684,0.0033,231.8,social_media
2017-09-22,22964,18801,98691,0.00435,131.3,paid_search
2017-09-23,20569,16593,70094,0.00424,198.6,paid_search
2017-09-28,21195,16470,108775,0.00484,244.4,referral
2017-09-30,22021,16969,95903,0.00344,111.8,paid_search
2017-10-04,17386,13879,59820,0.00513,127.7,referral
2017-10-05,17122,12358,80059,0.00543,246.5,referral
2017-10-07,19468,13738,96644,0.00383,137.9,organic_search
2017-10-08,16925,13107,66952,0.00416,114.9,organic_search
2017-10-11,17697,14266,67961,0.00426,291.3,paid_search
2017-10-12,17354,13593,92248,0.00401,151.3,email_campaign
2017-10-20,17968,14229,95705,0.00424,134.0,organic_search
2017-10-21,18349,14662,66645,0.00549,197.8,organic_search
2017-10-23,16768,12376,70432,0.00494,101.3,organic_search
2017-10-26,19358,14916,98511,0.00367,161.3,paid_search
2017-10-28,18092,13116,88459,0.00565,280.4,organic_search
2017-11-05,13852,11242,56895,0.00507,109.8,organic_search
2017-11-06,14695,10725,75189,0.00513,120.7,social_media
2017-11-08,15737,12892,70203,0.00373,178.2,referral
2017-11-17,15449,10944,60520,0.00578,261.8,organic_search
2017-11-18,13233,9863,59263,0.00566,178.4,social_media
2017-11-26,15331,11878,56009,0.00497,140.4,social_media
2017-11-29,14488,11480,59571,0.00528,269.2,social_media
2017-12-03,16466,11801,81064,0.00566,104.3,social_media
2017-12-15,16696,12618,88119,0.00359,256.2,organic_search
2017-12-16,15380,12573,76990,0.0042,247.9,email_campaign
2017-12-19,19770,14315,68091,0.00413,310.4,organic_search
2017-12-20,15328,12099,75750,0.00552,285.6,social_media
2017-12-23,16850,12718,87565,0.00361,113.8,referral
2018-01-05,13547,9619,73673,0.00531,164.9,organic_search
2018-01-10,14394,10246,55185,0.00453,202.3,social_media
2018-01-11,13327,10140,46271,0.00545,149.6,direct
2018-01-13,11440,8719,61413,0.00551,272.6,paid_search
2018-01-19,14149,10956,56631,0.00352,112.1,direct
2018-01-20,13626,10427,68278,0.0037,294.9,social_media
2018-01-22,13976,10323,74019,0.00381,168.6,direct
2018-01-23,14031,10228,45833,0.00359,284.0,social_media
2018-01-25,12850,9395,65032,0.00325,190.2,paid_search
2018-01-28,14338,10498,54629,0.00428,114.3,paid_search
2018-01-31,13111,10727,55626,0.00382,240.7,organic_search
2018-02-01,18158,13551,99763,0.00325,239.1,referral
2018-02-03,17142,12608,84791,0.00332,276.7,paid_search
2018-02-07,22384,17511,84703,0.00466,118.5,organic_search
2018-02-17,19469,14949,76665,0.00442,105.0,organic_search
2018-02-26,17681,14289,93780,0.00511,143.3,email_campaign
2018-02-27,21338,17159,70800,0.00501,301.0,organic_search
2018-02-28,23064,18450,121432,0.00462,189.7,organic_search
2018-03-05,26618,20081,104341,0.00465,195.2,organic_search
2018-03-09,29115,20468,127999,0.00463,229.0,referral
2018-03-10,25362,19672,85753,0.00394,311.6,organic_search
2018-03-22,28583,20430,141889,0.0047,196.4,referral
2018-03-24,26212,21135,127578,0.00508,184.9,social_media
2018-03-25,23343,18573,126488,0.00395,116.0,paid_search
2018-03-26,25091,18621,119391,0.00428,205.3,direct
2018-03-31,28256,19940,102427,0.00383,160.0,organic_search
2018-04-04,34281,25289,151738,0.00515,303.6,organic_search
2018-04-09,38879,29987,153130,0.00405,107.5,social_media
2018-04-18,39902,31111,194491,0.00575,118.2,social_media
2018-04-19,40961,33526,201133,0.00574,259.9,referral
2018-04-21,34335,24248,136326,0.00525,278.5,paid_search
2018-04-26,34008,25877,186139,0.0043,171.4,paid_search
2018-05-03,32729,24929,163856,0.00524,128.8,referral
2018-05-06,41927,31062,200310,0.00376,200.2,referral
2018-05-17,36783,30142,138732,0.00458,295.8,paid_search
2018-05-20,34373,26804,112561,0.00405,108.9,email_campaign
2018-05-21,34907,28015,113096,0.00537,107.3,social_media
2018-05-23,29420,21478,150125,0.00549,144.6,paid_search
2018-05-25,37954,29878,178017,0.0048,269.4,social_media
2018-05-26,38529,27569,177123,0.00426,259.0,social_media
2018-05-27,34124,25951,126584,0.00543,319.7,organic_search
2018-06-01,47179,37945,239522,0.0032,201.2,organic_search
2018-06-03,36288,28957,120447,0.00464,280.3,referral
2018-06-04,34071,24605,187212,0.0057,290.4,referral
2018-06-17,33962,26621,114192,0.00572,202.2,paid_search
2018-06-19,37705,28117,162384,0.00402,208.6,referral
2018-06-22,36318,26821,177512,0.00408,206.2,organic_search
2018-06-24,38453,28066,202524,0.00394,129.4,paid_search
2018-07-03,28774,21475,109317,0.00363,161.3,social_media
2018-07-06,29007,21919,141788,0.00466,187.6,organic_search
2018-07-11,28821,23357,125619,0.00405,297.7,social_media
2018-07-16,25962,20845,116096,0.00323,190.7,organic_search
2018-07-27,28280,20923,151389,0.00559,153.0,paid_search
2018-08-01,34337,26084,135710,0.00479,204.2,organic_search
2018-08-05,32477,26417,177486,0.00379,278.5,organic_search
2018-08-10,33078,25094,169398,0.00469,255.2,paid_search
2018-08-17,31433,23332,161030,0.00496,226.4,social_media
2018-08-27,34463,25911,179758,0.0032,189.9,paid_search
2018-09-06,23575,17588,98789,0.0047,175.0,paid_search
2018-09-07,24675,18579,111428,0.00538,318.4,social_media
2018-09-10,23077,16331,84070,0.00467,315.6,referral
2018-09-11,22565,16306,114735,0.00572,100.7,email_campaign
2018-09-17,22065,16173,117402,0.00557,191.4,social_media
2018-09-19,25224,19107,122166,0.00499,155.2,organic_search
2018-09-21,26491,19068,135595,0.0042,265.6,social_media
2018-09-27,22241,17169,112579,0.00439,153.6,paid_search
2018-10-02,20271,15969,70112,0.00454,243.0,social_media
2018-10-03,19658,15280,105418,0.00385,282.1,paid_search
2018-10-04,18539,14197,96559,0.0041,301.5,paid_search
2018-10-08,19068,13677,65463,0.00561,170.3,social_media
2018-10-21,16474,13416,72338,0.00505,168.9,organic_search
2018-10-28,18790,14337,74564,0.00374,265.4,organic_search
2018-10-29,16800,12522,83164,0.00475,118.8,referral
2018-11-01,15431,12049,57107,0.0042,230.1,organic_search
2018-11-02,13047,9573,43887,0.00564,127.6,email_campaign
2018-11-05,13853,9904,50174,0.00508,160.2,paid_search
2018-11-07,16607,12795,90142,0.00418,105.6,social_media
2018-11-09,14879,12155,53499,0.00527,155.6,direct
2018-11-11,18244,14668,98163,0.00532,291.4,email_campaign
2018-11-14,16436,12825,87206,0.00487,198.1,social_media
2018-11-16,15836,11472,82918,0.00438,235.5,email_campaign
2018-11-20,17846,14400,87533,0.0045,182.0,email_campaign
2018-11-26,15157,11521,51414,0.00441,229.9,paid_search
2018-11-27,15933,11620,54362,0.00523,255.0,social_media
2018-12-08,19012,14291,82685,0.00474,171.6,organic_search
2018-12-24,18196,14167,81305,0.00328,221.9,organic_search
2019-01-01,13010,10036,51325,0.00495,219.9,paid_search
2019-01-04,15690,11339,79556,0.00549,210.1,paid_search
2019-01-07,15866,12380,77357,0.00362,241.1,direct
2019-01-08,15100,11084,66828,0.00569,118.8,paid_search
2019-01-12,14383,11480,57737,0.00466,170.6,email_campaign
2019-01-15,13831,10313,63195,0.0057,181.0,paid_search
2019-01-17,14437,11002,52900,0.00432,100.9,social_media
2019-01-25,12789,9244,55846,0.00431,307.5,organic_search
2019-01-27,12775,10329,44948,0.00478,292.4,paid_search
2019-01-29,14448,11220,68530,0.00336,169.9,organic_search
2019-02-01,21456,16332,74218,0.00425,284.6,organic_search
2019-02-06,17637,13730,89322,0.0042,123.9,referral
2019-02-13,22905,16771,80895,0.00493,251.0,paid_search
2019-02-15,26260,19148,97929,0.00568,116.5,paid_search
2019-02-19,21342,16787,100305,0.00499,286.3,paid_search
2019-02-20,20880,16896,110379,0.00338,284.5,paid_search
2019-02-22,22545,16491,102964,0.0054,213.9,paid_search
2019-02-26,20019,14720,95647,0.00463,274.2,organic_search
2019-03-03,29633,23779,153733,0.00432,167.6,referral
2019-03-05,30840,24990,162661,0.00573,225.1,email_campaign
2019-03-14,30018,23278,124240,0.00399,232.6,organic_search
2019-03-24,28415,23292,140934,0.00365,273.6,paid_search
2019-03-27,29291,22963,143666,0.00376,268.8,email_campaign
2019-03-31,29648,21628,136636,0.00542,169.2,referral
2019-04-01,44576,34666,212249,0.00561,299.7,social_media
2019-04-12,40148,28212,213820,0.00478,229.2,email_campaign
2019-04-13,44228,31397,187646,0.00322,197.8,organic_search
2019-04-16,41567,33382,161203,0.00578,160.7,paid_search
2019-04-17,43808,31816,223025,0.00533,312.6,social_media
2019-04-21,38052,27648,145134,0.00353,161.2,organic_search
2019-04-24,43102,30805,204218,0.00533,109.8,email_campaign
2019-04-29,38891,28675,130645,0.00342,121.1,paid_search
2019-05-03,33869,24127,159855,0.00568,229.6,social_media
2019-05-05,43470,31878,145614,0.00369,128.4,paid_search
2019-05-07,38311,27298,156221,0.00422,144.3,email_campaign
2019-05-09,31426,25738,101030,0.00338,167.1,paid_search
2019-05-11,42448,32625,208628,0.00409,309.2,organic_search
2019-05-12,33210,25645,133895,0.0052,294.7,email_campaign
2019-05-17,37582,29636,185076,0.00544,306.9,organic_search
2019-05-20,33598,24840,175466,0.00475,185.5,paid_search
2019-05-28,37280,27314,163509,0.00372,212.8,direct
2019-06-02,36512,28207,156568,0.0044,233.9,email_campaign
2019-06-04,40229,32190,185194,0.00521,130.0,organic_search
2019-06-07,37857,27285,143379,0.00376,219.3,organic_search
2019-06-09,36665,26939,146871,0.00484,246.3,organic_search
2019-06-12,39967,28872,162871,0.0035,163.6,organic_search
2019-06-16,38327,30471,137920,0.00531,206.7,referral
2019-06-20,40522,30027,211063,0.00454,288.1,email_campaign
2019-06-21,40287,30805,164957,0.00341,196.7,social_media
2019-06-24,42129,32514,163901,0.00478,180.4,organic_search
2019-06-25,37671,27919,129819,0.00503,253.6,social_media
2019-07-03,30229,24504,151719,0.00504,159.1,organic_search
2019-07-06,30267,24108,98786,0.0049,198.2,email_campaign
2019-07-07,26042,18496,95916,0.004,284.6,email_campaign
2019-07-11,36925,28683,119806,0.00547,278.9,referral
2019-07-12,31992,23290,134627,0.00555,130.9,organic_search
2019-07-17,27662,22207,118197,0.00453,200.0,organic_search
2019-07-24,34123,25043,132316,0.00564,172.2,paid_search
2019-07-27,25171,20184,93475,0.00482,315.1,paid_search
2019-07-29,29279,21774,139901,0.00432,237.0,paid_search
2019-08-02,36313,26157,152843,0.00495,136.5,organic_search
2019-08-12,34577,26641,160627,0.00447,155.7,direct
2019-08-16,37711,26507,123132,0.00405,245.5,paid_search
2019-08-18,32176,23289,152259,0.00347,151.5,social_media
2019-08-21,32523,24417,117226,0.00459,204.2,email_campaign
2019-08-26,33250,25753,150733,0.0038,134.7,paid_search
2019-09-01,26185,18902,87206,0.0038,295.5,organic_search
2019-09-03,25072,17728,119670,0.00543,177.2,email_campaign
2019-09-04,25524,18515,100727,0.00346,270.1,email_campaign
2019-09-06,26547,20170,89760,0.00577,187.6,paid_search
2019-09-07,23733,16764,98671,0.00363,139.7,referral
2019-09-09,24789,19384,116234,0.00542,271.7,social_media
2019-09-10,22230,17279,115152,0.00479,297.0,paid_search
2019-09-15,25814,19980,100825,0.00414,115.6,paid_search
2019-09-17,24520,18925,93825,0.0037,131.4,organic_search
2019-09-26,24782,20223,113023,0.0043,107.0,organic_search
2019-09-27,24131,18595,129342,0.0052,308.8,referral
2019-09-29,22213,16984,98269,0.00526,233.5,social_media
2019-10-04,20576,16713,81640,0.00335,227.1,referral
2019-10-05,18690,13716,68234,0.00341,122.0,email_campaign
2019-10-13,18905,14766,75139,0.00432,208.8,social_media
2019-10-14,19857,15369,108752,0.00565,233.8,paid_search
2019-10-15,20545,15329,80622,0.00321,177.1,paid_search
2019-10-18,19452,14179,93419,0.00389,317.4,social_media
2019-10-23,21124,15901,77921,0.00533,148.2,organic_search
2019-10-24,20281,16545,105059,0.00539,228.9,email_campaign
2019-10-27,19575,13980,72485,0.00441,209.3,direct
2019-10-28,20661,15063,76738,0.00564,131.9,email_campaign
2019-10-29,21438,15871,83688,0.00407,272.7,direct
2019-11-01,16216,12680,70987,0.00529,157.5,organic_search
2019-11-03,16872,12686,57144,0.00561,191.2,organic_search
2019-11-05,18603,13193,87384,0.00356,106.2,paid_search
2019-11-07,17897,13725,62005,0.00564,247.4,organic_search
2019-11-08,15016,11357,81893,0.0034,287.6,social_media
2019-11-20,18980,13952,102357,0.00408,143.1,referral
2019-11-21,15257,12502,55603,0.00518,147.9,direct
2019-11-26,16661,12533,78488,0.00459,225.3,organic_search
2019-12-01,19995,16006,99403,0.00416,206.4,organic_search
2019-12-08,17943,13548,58328,0.00458,275.4,email_campaign
2019-12-11,17449,14297,63628,0.00337,300.3,paid_search
2019-12-16,20895,15311,91106,0.00565,219.3,organic_search
2019-12-19,19761,14933,97788,0.00496,302.1,paid_search
2019-12-25,18623,13537,68299,0.00545,311.1,paid_search
2019-12-28,20807,16864,71257,0.00506,113.9,paid_search
2020-01-01,14183,10830,59821,0.0049,262.0,organic_search
2020-01-03,14810,10936,74913,0.00564,147.4,organic_search
2020-01-19,16878,13764,60169,0.00389,297.2,referral
2020-01-23,13978,10732,60429,0.00445,146.8,organic_search
2020-01-24,13647,11168,70273,0.00432,225.5,organic_search
2020-01-26,16293,12595,71297,0.00414,296.9,referral
2020-01-27,15354,12334,70501,0.00517,195.5,paid_search
2020-02-02,20865,14896,68465,0.00572,106.7,paid_search
2020-02-15,23915,18996,123972,0.00335,177.7,email_campaign
2020-02-16,23340,16388,118409,0.00555,204.3,direct
2020-02-18,23688,19373,121108,0.00558,202.3,paid_search
2020-02-20,22647,16715,120782,0.00445,316.8,social_media
2020-02-26,22835,18087,77810,0.00496,285.3,social_media
2020-02-28,20116,15109,93423,0.00541,197.2,direct
2020-03-01,36014,29488,146247,0.00375,132.7,email_campaign
2020-03-04,30135,23498,131222,0.00349,229.6,organic_search
2020-03-08,35044,24718,166817,0.00561,183.1,paid_search
2020-03-17,27849,19600,141749,0.00535,210.9,organic_search
2020-03-25,30774,23044,99989,0.00419,165.9,email_campaign
2020-03-26,32870,23721,177471,0.00399,271.3,paid_search
2020-03-31,28802,21651,93574,0.00534,166.1,organic_search
2020-04-07,40824,30012,205218,0.00348,161.2,referral
2020-04-18,48136,34468,216916,0.00376,129.1,direct
2020-04-20,46424,35176,187668,0.00564,245.8,referral
2020-04-23,44106,34167,170615,0.00544,157.7,direct
2020-04-24,37916,27243,145799,0.00365,107.6,referral
2020-04-25,45937,32490,245372,0.00576,137.1,referral
2020-04-26,38854,30987,129370,0.00427,144.5,referral
2020-04-27,48189,38503,216284,0.00445,281.2,organic_search
2020-05-05,46233,36589,201181,0.00392,129.7,social_media
2020-05-10,34872,25181,142645,0.00332,239.2,paid_search
2020-05-13,42210,32669,194109,0.00331,213.7,organic_search
2020-05-15,40677,32433,199382,0.00547,105.8,paid_search
2020-05-16,41763,33618,147559,0.00398,110.5,social_media
2020-05-21,37203,26829,195525,0.0033,195.7,paid_search
2020-05-22,45512,34966,170596,0.00535,196.7,paid_search
2020-05-23,43072,32884,203926,0.00343,169.8,unknown
2020-05-30,40115,28229,185694,0.0056,303.8,email_campaign
2020-06-01,43625,34300,175784,0.00338,282.6,social_media
2020-06-02,38550,27223,207470,0.00435,281.9,direct
2020-06-06,37001,28500,129323,0.00404,306.3,email_campaign
2020-06-09,42655,31413,156535,0.00369,154.7,email_campaign
2020-06-11,42916,33063,167050,0.00432,137.9,referral
2020-06-13,40898,29407,172585,0.00391,203.8,organic_search
2020-06-16,35345,28859,181042,0.00441,162.5,organic_search
2020-06-21,44397,31865,205562,0.00406,142.0,social_media
2020-07-02,27460,21481,146044,0.00574,269.2,email_campaign
2020-07-04,36231,25655,167563,0.00358,262.5,email_campaign
2020-07-11,32050,26172,133615,0.00506,132.5,organic_search
2020-07-12,27495,20220,150199,0.00339,160.2,direct
2020-07-14,32527,23555,137331,0.00323,240.8,paid_search
2020-07-19,34393,26947,145541,0.00441,180.0,social_media
2020-07-21,35054,27530,126216,0.00451,203.5,organic_search
2020-07-25,31945,23339,162927,0.00578,213.3,direct
2020-07-26,34829,25520,177075,0.00422,318.3,referral
2020-08-06,35171,25902,161966,0.00395,244.1,organic_search
2020-08-07,41155,32438,133104,0.00493,302.0,organic_search
2020-08-12,39180,28426,215466,0.00467,125.5,organic_search
2020-08-13,40215,29520,205003,0.00577,279.0,organic_search
2020-08-17,34854,28022,118396,0.00533,125.2,organic_search
2020-08-21,33606,25978,109747,0.00563,279.8,social_media
2020-08-24,33539,26264,119660,0.00515,126.0,email_campaign
2020-08-27,38266,28828,200768,0.00446,246.8,organic_search
2020-08-30,36313,27199,161767,0.00433,233.7,referral
2020-08-31,30899,23108,120249,0.00424,280.9,paid_search
2020-09-06,27527,21630,108802,0.00365,208.6,email_campaign
2020-09-10,24599,17738,105977,0.00474,124.4,social_media
2020-09-11,25825,19056,95585,0.00394,218.6,email_campaign
2020-09-14,28528,21280,108347,0.00389,148.8,email_campaign
2020-09-19,23948,17545,83188,0.00416,181.4,organic_search
2020-09-21,29246,22025,136066,0.00353,242.2,paid_search
2020-09-23,28929,21337,145147,0.00541,308.1,organic_search
2020-09-27,29837,23097,142121,0.00533,315.7,organic_search
2020-10-01,21266,16930,76549,0.0054,227.6,email_campaign
2020-10-17,21266,15812,71380,0.00514,149.1,paid_search
2020-10-19,19438,15597,66703,0.00516,152.5,organic_search
2020-10-20,19028,15363,64480,0.00571,285.2,paid_search
2020-10-22,19036,14034,92719,0.00461,145.3,email_campaign
2020-10-26,21875,17852,75409,0.00374,251.9,social_media
2020-10-30,22356,17201,94204,0.00408,182.9,email_campaign
2020-11-01,18245,12972,61204,0.00405,261.0,paid_search
2020-11-07,17082,12711,79468,0.00569,233.5,referral
2020-11-08,18445,13486,81091,0.00527,190.7,paid_search
2020-11-15,14260,10406,61122,0.00412,188.5,organic_search
2020-11-17,16039,12068,67477,0.00563,128.4,organic_search
2020-11-21,17079,12036,83706,0.00347,295.2,social_media
2020-11-22,16764,12087,75792,0.00542,254.4,paid_search
2020-11-24,18796,13402,84515,0.00393,141.6,paid_search
2020-12-01,19647,14036,101454,0.00425,101.6,organic_search
2020-12-07,17942,14544,75482,0.00385,124.6,social_media
2020-12-18,20218,14273,75635,0.00519,307.7,organic_search
2020-12-19,20038,15556,91258,0.00409,259.5,paid_search
2020-12-21,18862,15018,79432,0.0046,168.1,referral
2020-12-23,19179,14954,95061,0.00569,292.5,email_campaign
2020-12-25,19207,14605,70159,0.00343,250.6,paid_search
2020-12-27,22306,16526,92481,0.00346,281.6,organic_search
2020-12-31,17767,13361,93445,0.00519,109.3,email_campaign
2021-01-11,16493,11978,55382,0.00448,314.0,email_campaign
2021-01-12,15881,11461,69707,0.00466,319.8,paid_search
2021-01-16,15667,11566,78596,0.00529,286.5,direct
2021-01-25,17059,12064,85576,0.00542,317.7,organic_search
2021-01-30,16213,12103,85859,0.00557,251.5,paid_search
2021-02-01,24811,19041,121401,0.00348,190.4,social_media
2021-02-17,27259,21684,107385,0.00556,115.0,social_media
2021-03-03,37125,27617,174633,0.00415,299.1,organic_search
2021-03-04,34850,24960,180481,0.00534,218.7,organic_search
2021-03-07,36948,28600,157069,0.00565,225.9,social_media
2021-03-08,35780,27855,140464,0.00349,178.3,referral
2021-03-13,31175,24629,112065,0.00406,307.3,direct
2021-03-18,35408,28839,182242,0.00579,124.5,organic_search
2021-03-21,34445,26647,124002,0.00406,269.6,social_media
2021-03-22,33491,26683,121744,0.00439,103.1,direct
2021-03-30,27851,21589,134872,0.00472,193.7,organic_search
2021-04-02,44123,31584,214010,0.00524,161.5,direct
2021-04-03,41643,30558,161901,0.00477,166.6,organic_search
2021-04-05,47943,35534,209958,0.00383,290.8,paid_search
2021-04-07,42648,32357,157589,0.00389,167.3,organic_search
2021-04-11,43154,32111,138797,0.00477,123.6,organic_search
2021-04-12,47621,35359,182817,0.00406,136.3,paid_search
2021-04-13,43787,33075,237704,0.00397,108.1,email_campaign
2021-04-15,46066,36105,162617,0.00469,310.4,organic_search
2021-04-17,47170,34731,171205,0.00534,115.7,paid_search
2021-04-18,42920,32739,155375,0.00324,144.0,paid_search
2021-04-20,42582,31626,150485,0.0038,111.5,organic_search
2021-04-24,45034,36788,211215,0.00511,115.6,referral
2021-05-08,42180,30797,202495,0.00353,127.5,organic_search
2021-05-16,46038,32930,178309,0.00408,182.2,direct
2021-05-17,40445,29227,133550,0.00383,152.7,social_media
2021-05-18,40506,32133,144075,0.00576,222.9,organic_search
2021-05-19,40499,31915,191765,0.00425,142.8,organic_search
2021-05-21,40494,30867,207787,0.00544,279.2,email_campaign
2021-05-27,35745,28000,177423,0.00476,133.8,organic_search
2021-06-02,42831,31013,182212,0.00467,265.3,social_media
2021-06-03,48600,38637,184769,0.00478,317.2,organic_search
2021-06-05,46818,37746,238843,0.00404,162.2,email_campaign
2021-06-06,40909,32161,150967,0.00449,169.9,social_media
2021-06-08,45781,37084,219913,0.0048,130.8,organic_search
2021-06-12,44378,35506,154157,0.00537,193.4,paid_search
2021-06-15,44310,31547,210222,0.00492,195.6,social_media
2021-06-19,43105,35045,148637,0.00338,136.3,organic_search
2021-06-22,44414,35172,231173,0.00469,138.0,social_media
2021-06-24,46126,36500,189683,0.00479,146.7,referral
2021-06-27,49137,39354,260766,0.00541,308.4,social_media
2021-06-28,46294,35882,202773,0.00329,285.4,direct
2021-07-01,37571,29901,180410,0.00362,141.3,email_campaign
2021-07-06,31012,23158,156722,0.00358,154.2,organic_search
2021-07-10,31779,22917,150809,0.00565,120.0,referral
2021-07-14,38621,27441,155193,0.00534,304.3,organic_search
2021-07-15,34804,27447,145288,0.00401,304.9,organic_search
2021-07-22,32412,25523,158492,0.00341,131.8,organic_search
2021-07-23,32445,26329,134930,0.00425,202.6,social_media
2021-07-26,33451,23825,147504,0.00354,148.6,paid_search
2021-07-27,33644,23932,164830,0.00456,191.4,organic_search
2021-07-28,34683,25833,113756,0.00361,264.4,social_media
2021-08-01,37105,27725,195190,0.0039,187.9,paid_search
2021-08-05,37593,29342,166972,0.00505,278.1,paid_search
2021-08-06,41901,33170,150778,0.00563,245.9,direct
2021-08-09,39113,27660,163795,0.00488,116.1,paid_search
2021-08-11,30995,24667,159578,0.00536,156.9,direct
2021-08-12,38269,29771,208637,0.00442,210.7,paid_search
2021-08-13,37306,29688,123156,0.00537,316.2,organic_search
2021-08-16,42739,32073,186199,0.00569,263.5,organic_search
2021-08-17,35832,25317,135797,0.00361,205.1,organic_search
2021-08-18,33929,26293,149882,0.00376,162.6,paid_search
2021-08-19,34659,26539,156110,0.00488,240.4,referral
2021-08-20,36779,28824,123466,0.00367,297.9,paid_search
2021-08-21,35239,27158,150437,0.00374,288.1,social_media
2021-08-25,42700,33671,212858,0.00335,130.8,organic_search
2021-08-26,44382,33320,172425,0.00358,212.0,referral
2021-09-03,26551,19907,108115,0.00405,176.7,social_media
2021-09-09,25832,18779,102486,0.00325,100.5,organic_search
2021-09-10,24570,18030,128972,0.00556,272.2,social_media
2021-09-16,24544,20042,109761,0.00538,250.7,paid_search
2021-09-17,27224,19381,129910,0.00478,221.8,organic_search
2021-09-21,28567,20425,111680,0.00534,279.9,referral
2021-09-22,23720,19155,125345,0.00395,108.6,direct
2021-09-23,28950,21182,140514,0.00327,249.3,referral
2021-09-26,26085,20400,95877,0.00494,318.7,organic_search
2021-09-27,27562,22060,142951,0.0045,118.0,paid_search
2021-10-01,24386,17960,123393,0.0043,294.8,social_media
2021-10-07,24821,18161,83730,0.00387,193.1,social_media
2021-10-08,19762,13894,102451,0.00362,127.6,organic_search
2021-10-13,19477,15122,105026,0.00424,214.4,direct
2021-10-17,20591,15415,74234,0.00368,201.4,organic_search
2021-10-18,21604,16693,98358,0.0045,253.1,referral
2021-10-22,24218,19711,114397,0.00431,204.0,paid_search
2021-10-31,19649,15891,86079,0.00425,215.9,social_media
2021-11-01,20235,14266,81756,0.00525,197.9,organic_search
2021-11-02,17580,13040,95858,0.00509,250.8,referral
2021-11-05,20400,15416,95780,0.00459,217.1,social_media
2021-11-07,18751,13247,74916,0.00471,241.0,social_media
2021-11-21,19555,14372,70710,0.00453,186.5,paid_search
2021-11-22,20461,16499,82338,0.00355,163.2,email_campaign
2021-11-28,19450,15869,85349,0.00494,310.0,organic_search
2021-11-30,15377,11989,55274,0.00477,221.3,referral
2021-12-02,17604,12796,62792,0.0042,160.4,email_campaign
2021-12-04,21716,16391,95580,0.00573,113.2,paid_search
2021-12-05,18397,14224,70529,0.00471,251.3,email_campaign
2021-12-06,20668,15918,67398,0.00472,150.0,organic_search
2021-12-09,20773,16717,100580,0.00439,300.4,paid_search
2021-12-11,17639,12442,89865,0.00404,105.4,paid_search
2021-12-17,19112,13571,77118,0.00432,148.1,paid_search
2021-12-18,18789,15217,75059,0.00385,230.4,organic_search
2021-12-20,21881,15629,75775,0.00385,236.7,email_campaign
2022-01-07,16784,12436,86241,0.00406,186.3,direct
2022-01-10,13466,10626,73474,0.00465,237.5,organic_search
2022-01-13,17441,13941,74021,0.00551,316.7,organic_search
2022-01-24,16327,12551,58647,0.00522,237.6,referral
2022-01-30,14890,11490,58640,0.00349,116.9,organic_search
2022-02-02,27306,21266,126792,0.0035,162.0,organic_search
2022-02-06,23675,18804,80717,0.00409,193.8,direct
2022-02-10,23043,16686,100004,0.00454,216.1,organic_search
2022-02-12,24012,19085,104955,0.00475,128.7,referral
2022-02-13,23278,16982,88382,0.00427,153.9,organic_search
2022-02-18,21990,15713,88203,0.00475,241.4,paid_search
2022-02-20,21183,16425,109932,0.00374,173.2,organic_search
2022-02-22,21137,16301,109650,0.00362,185.5,paid_search
2022-02-24,27069,19148,131958,0.00379,157.7,direct
2022-02-25,22660,18520,110666,0.00501,170.3,social_media
2022-03-01,35076,24922,188403,0.00451,128.5,paid_search
2022-03-04,29143,20720,149452,0.00442,279.9,email_campaign
2022-03-05,33090,26348,124117,0.00354,266.0,paid_search
2022-03-16,32576,26436,158677,0.00342,171.0,organic_search
2022-03-23,35235,27474,187204,0.00541,174.4,paid_search
2022-03-31,39105,28896,147447,0.00409,111.7,paid_search
2022-04-01,42144,30733,195904,0.00469,228.2,organic_search
2022-04-08,46962,33939,177371,0.0055,103.2,paid_search
2022-04-15,44514,34678,218562,0.00457,203.9,organic_search
2022-04-16,39654,29009,205953,0.00525,186.2,social_media
2022-04-18,44198,31257,158705,0.00524,219.7,social_media
2022-04-24,50247,38699,164392,0.00485,125.8,paid_search
2022-04-29,38774,30376,149304,0.00405,143.7,email_campaign
2022-05-02,43201,31271,152718,0.00529,110.5,paid_search
2022-05-03,43413,33025,178141,0.00351,125.9,organic_search
2022-05-19,50386,38175,275560,0.00407,288.5,organic_search
2022-05-24,41157,31416,155103,0.00336,294.0,organic_search
2022-05-26,44370,32896,225409,0.00417,211.5,organic_search
